pop	year	ID	date	rain	patch	moist	openBl	fruit	blossom	stage	pollen	resin	height	ASD	GAD	GSD	GW	GHl	GHr	UBL	UBW	pollenfem	pollenmale	DIFF	pollentot	GA	UBA	pollentot	lnpoll	EuglossaObs	EufrObs	HypantObs	seeds_GH	seeds_undeveloped	seeds_pred	total_seeds	seeds_surviving	small_black	empty_cap
PV	2015	374	12.11.2015	0	15B	23.75666667	2	0	1	M1	4	0	60	3.60	3.28	4.60	7.69	4.35	3.89	17.59	16.31	0	4	0	4	31.68	286.89	4	0.00	0	0	0	0	0	0	0	0	0	0
PV	2015	211	07.11.2015	0	25b	25.655	1	5	5	M2	75	1	177	4.67	4.79	5.24	9.41	5.13	4.97	23.24	22.36	11	64	0	75	47.52	519.65	75	2.40	4	6	2	4	0	0	4	4	0	1
PV	2015	287	09.11.2015	0	2B	47.06333333	5	6	1	M1	9	1	33	5.36	7.23	5.13	9.97	5.39	4.71	24.66	23.49	7	2	0	9	50.35	579.26	9	1.95	0	0	0	5	1	0	6	6	0	1
PV	2015	234	08.11.2015	0	2B	47.06333333	5	6	2	M2	40	1	37	6.33	7.18	5.32	9.65	4.57	4.29	23.95	24.02	6	34	0	40	42.75	575.28	40	1.79	0	0	0	0	0	0	0	0	0	0
PV	2015	341	11.11.2015	0	2B	47.06333333	5	6	3	M1	60	1	39	4.96	6.84	5.74	8.96	4.41	4.31	26.76	24.90	33	27	0	60	39.07	666.32	60	3.50	0	0	0	5	2	0	7	7	0	2
PV	2015	404	13.11.2015	0	2B	47.06333333	5	6	4	M1	3	1	55	4.47	5.02	4.68	9.36	4.31	3.89	20.65	20.08	2	1	0	3	38.38	414.65	3	0.69	0	0	0	NA	NA	NA	NA	NA	NA	NA
PV	2015	418	14.11.2015	0	2B	47.06333333	5	6	5	M1	3	1	54	4.13	5.62	4.91	9.47	3.98	4.16	22.14	22.10	0	3	0	3	38.54	489.29	3	0.00	0	0	0	0	0	0	0	0	0	0
PV	2015	419	14.11.2015	0	2B	47.06333333	5	6	6	M1	73	1	52	5.24	5.78	4.87	10.14	4.60	4.25	23.21	23.28	18	55	0	73	44.87	540.33	73	2.89	0	0	0	0	0	0	0	0	0	0
PV	2015	358	12.11.2015	0	2C	49.92833333	16	5	1	M1	85	1	89	5.54	4.82	5.21	9.27	4.44	4.34	25.06	25.02	65	20	0	85	40.70	627.00	85	4.17	0	0	0	9	0	0	9	9	0	0
PV	2015	359	12.11.2015	0	2C	49.92833333	16	5	2	M1	30	1	76	5.05	6.08	4.51	8.36	3.98	3.72	21.11	21.29	17	13	0	30	32.19	449.43	30	2.83	0	0	0	8	0	0	8	8	0	1
PV	2015	360	12.11.2015	0	2C	49.92833333	16	5	3	M2	16	1	62	4.81	5.87	5.64	8.90	4.17	4.28	25.68	24.79	9	7	0	16	37.60	636.61	16	2.20	0	0	0	NA	NA	NA	NA	NA	NA	NA
PV	2015	401	13.11.2015	0	2C	49.92833333	16	5	4	M1	75	1	61	3.90	5.10	4.81	8.80	4.07	4.09	21.62	22.59	55	20	0	75	35.90	488.40	75	4.01	0	0	0	0	8	0	8	8	0	1
PV	2015	362	12.11.2015	0	2C	49.92833333	16	5	5	M1	60	1	64	5.14	4.87	4.59	8.71	4.09	4.67	24.02	23.52	55	5	0	60	38.15	564.95	60	4.01	0	0	0	6	0	0	6	6	0	0
PV	2015	402	13.11.2015	0	2C	49.92833333	16	5	6	M1	70	1	74	3.76	5.38	4.33	8.39	4.02	3.88	22.77	22.41	16	54	0	70	33.14	510.28	70	2.77	0	0	0	3	6	0	9	9	0	0
PV	2015	403	13.11.2015	0	2C	49.92833333	16	5	7	M4	22	1	44	5.73	5.64	5.33	8.88	4.03	3.90	23.33	23.44	17	5	0	22	35.21	546.86	22	2.83	0	0	0	NA	NA	NA	NA	NA	NA	NA
